0,1
bang,<\s>
<s>,bang
bang,bang
bang,<\s>
<s>,bang
bang,<\s>
<s>,bang
bang,bang
bang,<\s>
<s>,bang
bang,bang
bang,<\s>
<s>,bricks
bricks,<\s>
<s>,bricks
bricks,<\s>
<s>,bricks
bricks,<\s>
<s>,there
there,<\s>
<s>,there
there,bang
bang,<\s>
<s>,there
there,bang
bang,bang
bang,gone
gone,car
car,<\s>
<s>,bang
bang,<\s>
<s>,green
green,<\s>
<s>,bang
bang,mine
mine,<\s>
<s>,bang
bang,<\s>
<s>,minny
minny,<\s>
<s>,din_din
din_din,<\s>
<s>,din_din
din_din,<\s>
<s>,minny
minny,<\s>
<s>,din
din,<\s>
<s>,bang
bang,bang
bang,<\s>
<s>,oh
oh,bang
bang,<\s>
<s>,tractor
tractor,<\s>
<s>,um
um,<\s>
<s>,daddy
daddy,<\s>
<s>,tractor
tractor,daddy
daddy,<\s>
<s>,bang
bang,bang
bang,<\s>
<s>,man
man,<\s>
<s>,man
man,<\s>
<s>,driver
driver,<\s>
<s>,man
man,<\s>
<s>,brumm
brumm,<\s>
<s>,drive
drive,<\s>
<s>,there
there,<\s>
<s>,green
green,<\s>
<s>,one
one,<\s>
<s>,green
green,one
one,<\s>
<s>,green
green,<\s>
<s>,knife
knife,<\s>
<s>,big
big,bang
bang,bang
bang,<\s>
<s>,there
there,bang
bang,bang
bang,<\s>
<s>,there
there,bang
bang,bang
bang,<\s>
<s>,big
big,bang
bang,bang
bang,<\s>
<s>,there's
there's,bang
bang,bang
bang,<\s>
<s>,it
it,it
it,train
train,<\s>
<s>,choo
choo,<\s>
<s>,blue
blue,<\s>
<s>,sand
sand,<\s>
<s>,choo
choo,<\s>
<s>,crying
crying,<\s>
<s>,dodo
dodo,<\s>
<s>,driver
driver,<\s>
<s>,a
a,<\s>
<s>,eye
eye,<\s>
<s>,nose
nose,<\s>
<s>,lips
lips,<\s>
<s>,lips
lips,<\s>
<s>,crying
crying,<\s>
<s>,poster
poster,<\s>
<s>,poster
poster,<\s>
<s>,driver
driver,<\s>
<s>,tractor
tractor,<\s>
<s>,wheel
wheel,<\s>
<s>,train
train,<\s>
<s>,daddy
daddy,<\s>
<s>,er
er,<\s>
<s>,crying
crying,<\s>
<s>,driver
driver,<\s>
<s>,driver
driver,<\s>
<s>,driver
driver,<\s>
<s>,bus
bus,<\s>
<s>,bang
bang,bang
bang,<\s>
<s>,tractor
tractor,<\s>
<s>,tractor
tractor,<\s>
<s>,boy
boy,<\s>
<s>,tractor
tractor,<\s>
<s>,tractor
tractor,<\s>
<s>,bus
bus,<\s>
<s>,stone
stone,<\s>
<s>,hat
hat,<\s>
<s>,boot
boot,<\s>
<s>,boot
boot,<\s>
<s>,coat
coat,<\s>
<s>,coat
coat,<\s>
<s>,shirt
shirt,<\s>
<s>,tie
tie,<\s>
<s>,there
there,boy
boy,<\s>
<s>,bang
bang,bang
bang,<\s>
<s>,clean
clean,<\s>
<s>,there
there,boy
boy,<\s>
<s>,coming
coming,<\s>
<s>,oh
oh,bang
bang,<\s>
<s>,on
on,there
there,<\s>
<s>,bang
bang,<\s>
<s>,driver
driver,<\s>
<s>,bang
bang,bang
bang,<\s>
<s>,bang
bang,bang
bang,<\s>
<s>,keep
keep,bang
bang,bang
bang,<\s>
<s>,there
there,<\s>
<s>,cut
cut,<\s>
<s>,no
no,not
not,<\s>
<s>,no
no,<\s>
<s>,like
like,bang
bang,<\s>
<s>,there
there,<\s>
<s>,oh
oh,down
down,<\s>
<s>,hat
hat,<\s>
<s>,hat
hat,<\s>
<s>,lady
lady,<\s>
<s>,car
car,<\s>
<s>,car
car,<\s>
<s>,cat
cat,<\s>
<s>,cat
cat,<\s>
<s>,daddy
daddy,<\s>
<s>,boot
boot,<\s>
<s>,hair
hair,<\s>
<s>,mummy
mummy,hair
hair,<\s>
<s>,hair
hair,<\s>
<s>,bow
bow,<\s>
<s>,cars
cars,<\s>
<s>,bricks
bricks,<\s>
<s>,bricks
bricks,<\s>
<s>,dolly
dolly,<\s>
<s>,bricks
bricks,<\s>
<s>,elephant
elephant,<\s>
<s>,drink
drink,<\s>
<s>,hair
hair,<\s>
<s>,eye
eye,<\s>
<s>,some
some,more
more,<\s>
<s>,green
green,<\s>
<s>,hat
hat,<\s>
<s>,on
on,<\s>
<s>,i
i,want
want,hat
hat,<\s>
<s>,here
here,<\s>
<s>,all
all,that
that,<\s>
<s>,oh
oh,green
green,<\s>
<s>,hat
hat,<\s>
<s>,hat
hat,<\s>
<s>,eye
eye,<\s>
<s>,doll
doll,<\s>
<s>,hat
hat,<\s>
<s>,hat
hat,<\s>
<s>,pink
pink,<\s>
<s>,green
green,<\s>
<s>,get
get,toys
toys,<\s>
<s>,dustbin
dustbin,<\s>
<s>,cheese
cheese,<\s>
<s>,cheese
cheese,<\s>
<s>,chip
chip,<\s>
<s>,hot
hot,<\s>
<s>,lady
lady,<\s>
<s>,hot
hot,chip
chip,<\s>
<s>,cat
cat,<\s>
<s>,cat
cat,<\s>
<s>,hello
hello,<\s>
<s>,ball
ball,<\s>
<s>,knife
knife,<\s>
<s>,pen
pen,<\s>
<s>,knife
knife,<\s>
<s>,men
men,<\s>
<s>,hair
hair,<\s>
<s>,hair
hair,<\s>
<s>,a
a,<\s>
<s>,no
no,<\s>
<s>,want
want,<\s>
<s>,play
play,<\s>
<s>,lady
lady,<\s>
<s>,coat
coat,<\s>
<s>,look
look,<\s>
<s>,look
look,<\s>
<s>,look
look,hoop
hoop,<\s>
<s>,hats
hats,<\s>
<s>,my
my,<\s>
<s>,play
play,<\s>
<s>,strawberry
strawberry,<\s>
<s>,eat
eat,<\s>
<s>,book
book,<\s>
<s>,book
book,<\s>
<s>,book
book,<\s>
<s>,book
book,<\s>
<s>,on
on,there
there,tractor
tractor,<\s>
<s>,tractor
tractor,<\s>
<s>,that
that,<\s>
<s>,tractor
tractor,<\s>
<s>,want
want,on
on,there
there,<\s>
<s>,mum
mum,<\s>
<s>,drink
drink,<\s>
<s>,cup
cup,<\s>
<s>,a
a,<\s>
<s>,pie
pie,<\s>
<s>,pie
pie,<\s>
<s>,a
a,<\s>
<s>,ice
ice,<\s>
<s>,bite
bite,it
it,<\s>
<s>,i
i,bite
bite,it
it,<\s>
<s>,bite
bite,<\s>
<s>,eat
eat,boy
boy,<\s>
<s>,toast
toast,<\s>
<s>,cut
cut,knife
knife,<\s>
<s>,crying
crying,<\s>
<s>,mhm
mhm,<\s>
<s>,teeth
teeth,<\s>
<s>,teeth
teeth,<\s>
<s>,no
no,<\s>
<s>,eye
eye,<\s>
<s>,eye
eye,<\s>
<s>,hair
hair,<\s>
<s>,hair
hair,<\s>
<s>,hand
hand,<\s>
<s>,hand
hand,<\s>
<s>,cheek
cheek,<\s>
<s>,there
there,hair
hair,<\s>
<s>,that
that,<\s>
<s>,there
there,<\s>
<s>,that
that,cheek
cheek,<\s>
<s>,gone
gone,<\s>
<s>,cushion
cushion,<\s>
<s>,bricks
bricks,<\s>
<s>,lady
lady,<\s>
<s>,lady
lady,<\s>
<s>,lady
lady,<\s>
<s>,it
it,hole
hole,<\s>
<s>,car
car,<\s>
<s>,share
share,<\s>
<s>,where
where,mary
mary,<\s>
<s>,that
that,bricks
bricks,<\s>
<s>,floor
floor,<\s>
<s>,there
there,<\s>
<s>,on
on,there
there,<\s>
<s>,a
a,<\s>
<s>,lady
lady,<\s>
<s>,brush
brush,brush
brush,<\s>
<s>,mine
mine,<\s>
<s>,noise
noise,<\s>
<s>,put
put,daddy
daddy,<\s>
<s>,daddy
daddy,<\s>
<s>,mine
mine,<\s>
<s>,drink
drink,hot
hot,<\s>
<s>,cold
cold,<\s>
<s>,drop
drop,<\s>
<s>,sticks
sticks,<\s>
<s>,sticks
sticks,<\s>
<s>,stick
stick,<\s>
<s>,yeah
yeah,<\s>
<s>,oh
oh,<\s>
<s>,noise
noise,<\s>
<s>,book
book,floor
floor,<\s>
<s>,book
book,<\s>
<s>,giraffe
giraffe,<\s>
<s>,that
that,<\s>
<s>,penguin
penguin,<\s>
<s>,that
that,<\s>
<s>,that
that,<\s>
<s>,no
no,<\s>
<s>,put
put,on
on,<\s>
<s>,gone
gone,<\s>
<s>,want
want,more
more,<\s>
<s>,green
green,<\s>
<s>,red
red,<\s>
<s>,pink
pink,red
red,<\s>
<s>,stack
stack,<\s>
<s>,lady
lady,<\s>
<s>,green
green,go
go,<\s>
<s>,no
no,<\s>
<s>,on
on,there
there,<\s>
<s>,that
that,<\s>
<s>,no
no,<\s>
<s>,stuck
stuck,<\s>
<s>,stuck
stuck,<\s>
<s>,it
it,stuck
stuck,<\s>
<s>,stuck
stuck,<\s>
<s>,look
look,<\s>
<s>,look
look,<\s>
<s>,that
that,<\s>
<s>,xxx
xxx,<\s>
<s>,there
there,<\s>
<s>,tractor
tractor,<\s>
<s>,tractor
tractor,<\s>
<s>,that
that,<\s>
<s>,no
no,<\s>
<s>,gone
gone,<\s>
<s>,get
get,<\s>
<s>,line
line,<\s>
<s>,get
get,<\s>
<s>,the
the,penny
penny,<\s>
<s>,the
the,penny
penny,<\s>
<s>,the
the,penny
penny,<\s>
<s>,here
here,<\s>
<s>,penny
penny,<\s>
<s>,pocket
pocket,<\s>
<s>,all
all,<\s>
<s>,all
all,on
on,cake
cake,<\s>
<s>,all
all,on
on,cake
cake,<\s>
<s>,get
get,cake
cake,<\s>
<s>,mummy
mummy,<\s>
<s>,find
find,<\s>
<s>,mine
mine,<\s>
<s>,six
six,<\s>
<s>,pound
pound,<\s>
<s>,six
six,<\s>
<s>,grass
grass,<\s>
<s>,draw
draw,<\s>
<s>,write
write,<\s>
<s>,book
book,<\s>
<s>,pen
pen,<\s>
<s>,pen
pen,draw
draw,<\s>
<s>,the
the,pen
pen,<\s>
<s>,bricks
bricks,<\s>
<s>,brick
brick,<\s>
<s>,ah
ah,ah
ah,ah
ah,<\s>
<s>,look
look,<\s>
<s>,i
i,got
got,hat
hat,<\s>
<s>,it
it,gone
gone,carpet
carpet,<\s>
<s>,it
it,gone
gone,<\s>
<s>,i
i,got
got,<\s>
<s>,money
money,<\s>
<s>,cake
cake,<\s>
<s>,penny
penny,<\s>
<s>,gone
gone,<\s>
<s>,ah
ah,ah
ah,ah
ah,<\s>
<s>,please
please,<\s>
<s>,there
there,cake
cake,<\s>
<s>,cake
cake,<\s>
<s>,cake
cake,<\s>
<s>,cake
cake,drop
drop,<\s>
<s>,penny
penny,<\s>
<s>,pretend
pretend,<\s>
<s>,yeah
yeah,<\s>
<s>,that
that,<\s>
<s>,peach
peach,<\s>
<s>,there
there,<\s>
<s>,there
there,<\s>
<s>,money
money,<\s>
<s>,there
there,<\s>
<s>,a
a,<\s>
<s>,no
no,<\s>
<s>,car
car,noise
noise,<\s>
<s>,car
car,noise
noise,<\s>
<s>,brumm
brumm,<\s>
<s>,man
man,<\s>
<s>,boy
boy,<\s>
<s>,mummy
mummy,<\s>
<s>,a
a,van
van,<\s>
<s>,van
van,<\s>
<s>,big
big,truck
truck,<\s>
<s>,big
big,truck
truck,<\s>
<s>,rat
rat,book
book,<\s>
<s>,book
book,<\s>
<s>,book
book,<\s>
<s>,nut
nut,<\s>
<s>,bee
bee,<\s>
<s>,bee
bee,<\s>
<s>,duck
duck,<\s>
<s>,duck
duck,<\s>
<s>,dog
dog,<\s>
<s>,cat
cat,<\s>
<s>,cat
cat,<\s>
<s>,that
that,<\s>
<s>,bird
bird,<\s>
<s>,neigh
neigh,<\s>
<s>,eat
eat,grass
grass,<\s>
<s>,eat
eat,grass
grass,<\s>
<s>,truck
truck,<\s>
<s>,truck
truck,<\s>
<s>,horse
horse,<\s>
<s>,i
i,want
want,rat
rat,<\s>
<s>,rat
rat,book
book,<\s>
<s>,rat
rat,book
book,<\s>
<s>,mice
mice,<\s>
<s>,this
this,<\s>
<s>,dead
dead,fly
fly,<\s>
<s>,dead
dead,fly
fly,<\s>
<s>,gone
gone,<\s>
<s>,gone
gone,<\s>
<s>,gone
gone,<\s>
<s>,it
it,red
red,<\s>
<s>,red
red,<\s>
<s>,red
red,<\s>
<s>,red
red,<\s>
<s>,red
red,<\s>
<s>,yellow
yellow,<\s>
<s>,train
train,red
red,<\s>
<s>,train
train,red
red,<\s>
<s>,this
this,<\s>
<s>,the
the,xxx
xxx,<\s>
<s>,climb
climb,it
it,<\s>
<s>,push
push,<\s>
<s>,daddy
daddy,truck
truck,<\s>
<s>,daddy
daddy,truck
truck,<\s>
<s>,daddy
daddy,truck
truck,<\s>
<s>,all_gone
all_gone,<\s>
<s>,climb
climb,<\s>
<s>,tractor
tractor,<\s>
<s>,tractor
tractor,<\s>
<s>,daddy
daddy,tractor
tractor,<\s>
<s>,down
down,<\s>
<s>,climb
climb,<\s>
<s>,train
train,<\s>
<s>,no
no,<\s>
<s>,not
not,<\s>
<s>,kick
kick,<\s>
<s>,i
i,kick
kick,<\s>
<s>,climb
climb,<\s>
<s>,man
man,<\s>
<s>,man
man,<\s>
<s>,sleep
sleep,<\s>
<s>,sleep
sleep,<\s>
<s>,gone
gone,<\s>
<s>,man
man,gone
gone,<\s>
<s>,xxx
xxx,<\s>
<s>,gone
gone,<\s>
<s>,this
this,boat
boat,<\s>
<s>,dust
dust,gone
gone,<\s>
<s>,man
man,<\s>
<s>,kick
kick,<\s>
<s>,go
go,go
go,go
go,go
go,go
go,<\s>
<s>,dust
dust,<\s>
<s>,no
no,<\s>
<s>,man
man,here
here,<\s>
<s>,the
the,man
man,here
here,<\s>
<s>,xxx
xxx,<\s>
<s>,sacks
sacks,<\s>
<s>,throw
throw,<\s>
<s>,train
train,<\s>
<s>,truck
truck,<\s>
<s>,truck
truck,<\s>
<s>,train
train,<\s>
<s>,train
train,<\s>
<s>,mummy
mummy,<\s>
<s>,mummy
mummy,<\s>
<s>,train
train,<\s>
<s>,train
train,<\s>
<s>,choo
choo,<\s>
<s>,bus
bus,stop
stop,<\s>
<s>,penny
penny,<\s>
<s>,got
got,none
none,<\s>
<s>,bus
bus,stop
stop,<\s>
<s>,the
the,train
train,<\s>
<s>,pay
pay,<\s>
<s>,man
man,<\s>
<s>,want
want,bus
bus,man
man,<\s>
<s>,want
want,man
man,<\s>
<s>,door
door,<\s>
<s>,kick
kick,<\s>
<s>,got
got,up
up,<\s>
<s>,hot
hot,<\s>
<s>,hot
hot,<\s>
<s>,hair
hair,hot
hot,<\s>
<s>,this
this,<\s>
<s>,teddy
teddy,bump
bump,<\s>
<s>,xxx
xxx,boat
boat,<\s>
<s>,xxx
xxx,<\s>
<s>,broken
broken,<\s>
<s>,tractor
tractor,<\s>
<s>,boy
boy,<\s>
<s>,greenie
greenie,<\s>
<s>,toby
toby,<\s>
<s>,me
me,going
going,there
there,<\s>
<s>,car
car,<\s>
<s>,house
house,<\s>
<s>,truck
truck,daddy
daddy,<\s>
<s>,boat
boat,<\s>
<s>,not
not,up
up,there
there,<\s>
<s>,shirt
shirt,wet
wet,<\s>
<s>,stone
stone,<\s>
<s>,get
get,the
the,boat
boat,<\s>
<s>,boat
boat,<\s>
<s>,boat
boat,<\s>
<s>,door
door,<\s>
<s>,door
door,<\s>
<s>,wee_wee
wee_wee,boat
boat,<\s>
<s>,knick
knick,<\s>
<s>,knick
knick,<\s>
<s>,not
not,door
door,<\s>
<s>,train
train,<\s>
<s>,train
train,<\s>
<s>,man
man,<\s>
<s>,man
man,<\s>
<s>,wave
wave,<\s>
<s>,wave
wave,<\s>
<s>,the
the,wave
wave,<\s>
<s>,wave
wave,<\s>
<s>,daddy
daddy,<\s>
<s>,get
get,up
up,<\s>
<s>,get
get,up
up,<\s>
<s>,get
get,up
up,down
down,<\s>
<s>,can't
can't,no
no,<\s>
<s>,that
that,down
down,<\s>
<s>,want
want,here
here,<\s>
<s>,here
here,you
you,are
are,<\s>
<s>,want
want,this
this,<\s>
<s>,i
i,want
want,that
that,<\s>
<s>,a
a,train
train,<\s>
<s>,choo_choo
choo_choo,<\s>
<s>,whoo
whoo,<\s>
<s>,whoo
whoo,<\s>
<s>,choo_choo
choo_choo,<\s>
<s>,smoke
smoke,stack
stack,<\s>
<s>,smoke
smoke,stack
stack,<\s>
<s>,grass
grass,<\s>
<s>,tower
tower,<\s>
<s>,coal
coal,back
back,<\s>
<s>,coal
coal,<\s>
<s>,coal
coal,<\s>
<s>,book
book,<\s>
<s>,yes
yes,<\s>
<s>,ticket
ticket,<\s>
<s>,ticket
ticket,<\s>
<s>,man
man,<\s>
<s>,book
book,<\s>
<s>,book
book,<\s>
<s>,i
i,need
need,book
book,<\s>
<s>,book
book,<\s>
<s>,book
book,<\s>
<s>,worzel
worzel,<\s>
<s>,worzel
worzel,<\s>
<s>,where
where,<\s>
<s>,where
where,<\s>
<s>,right
right,<\s>
<s>,book
book,<\s>
<s>,book
book,<\s>
<s>,teddy
teddy,book
book,<\s>
<s>,right
right,<\s>
<s>,right
right,<\s>
<s>,whoo
whoo,<\s>
<s>,that
that,train
train,choo
choo,<\s>
<s>,grass
grass,<\s>
<s>,grass
grass,<\s>
<s>,grass
grass,<\s>
<s>,stuck
stuck,<\s>
<s>,brumm
brumm,<\s>
<s>,knock_knock
knock_knock,<\s>
<s>,brumm
brumm,<\s>
<s>,noise
noise,<\s>
<s>,noise
noise,<\s>
<s>,noise
noise,<\s>
<s>,noise
noise,<\s>
<s>,mummy
mummy,<\s>
<s>,brumm
brumm,<\s>
<s>,crash
crash,<\s>
<s>,bump
bump,<\s>
<s>,mummy
mummy,<\s>
<s>,mummy
mummy,<\s>
<s>,mummy
mummy,in
in,<\s>
<s>,mummy
mummy,<\s>
<s>,mummy
mummy,<\s>
<s>,mummy
mummy,<\s>
<s>,mummy
mummy,<\s>
<s>,mummy
mummy,<\s>
<s>,daddy
daddy,<\s>
<s>,mary
mary,<\s>
<s>,monster
monster,<\s>
<s>,monster
monster,<\s>
<s>,book
book,<\s>
<s>,that
that,<\s>
<s>,wet
wet,<\s>
<s>,brumm
brumm,<\s>
<s>,mummy
mummy,<\s>
<s>,mummy
mummy,<\s>
<s>,mummy
mummy,<\s>
<s>,grass
grass,<\s>
<s>,grass
grass,<\s>
<s>,clean
clean,<\s>
<s>,clean
clean,<\s>
<s>,have
have,you
you,polished
polished,it
it,all
all,<\s>
<s>,dust
dust,<\s>
<s>,grass
grass,<\s>
<s>,grass
grass,<\s>
<s>,it
it,grass
grass,<\s>
<s>,grass
grass,<\s>
<s>,grass
grass,<\s>
<s>,broke
broke,<\s>
<s>,man
man,<\s>
<s>,man
man,<\s>
<s>,daddy
daddy,drive
drive,tractor
tractor,<\s>
<s>,grass
grass,<\s>
<s>,it
it,the
the,grass
grass,<\s>
<s>,grass
grass,<\s>
<s>,grass
grass,<\s>
<s>,that
that,grass
grass,<\s>
<s>,grass
grass,<\s>
<s>,it
it,the
the,grass
grass,boat
boat,<\s>
<s>,it
it,the
the,grass
grass,<\s>
<s>,boat
boat,<\s>
<s>,grass
grass,<\s>
<s>,grass
grass,<\s>
<s>,no
no,<\s>
<s>,grass
grass,<\s>
<s>,grass
grass,<\s>
<s>,grass
grass,<\s>
<s>,grass
grass,<\s>
<s>,grass
grass,<\s>
<s>,it
it,grass
grass,<\s>
<s>,grass
grass,<\s>
<s>,grass
grass,<\s>
<s>,it
it,grass
grass,<\s>
<s>,coat
coat,<\s>
<s>,toes
toes,<\s>
<s>,i
i,pull
pull,<\s>
<s>,crying
crying,<\s>
<s>,boat
boat,<\s>
<s>,boat
boat,<\s>
<s>,boat
boat,<\s>
<s>,it
it,rocks
rocks,<\s>
<s>,go
go,go
go,<\s>
<s>,noise
noise,<\s>
<s>,boat
boat,<\s>
<s>,boat
boat,<\s>
<s>,right
right,<\s>
<s>,rock
rock,<\s>
<s>,rock
rock,<\s>
<s>,bricks
bricks,<\s>
<s>,oh
oh,there's
there's,<\s>
<s>,there
there,fence
fence,<\s>
<s>,fence
fence,<\s>
<s>,fence
fence,<\s>
<s>,fence
fence,<\s>
<s>,boat
boat,<\s>
<s>,right
right,<\s>
<s>,rock
rock,<\s>
<s>,ow
ow,<\s>
<s>,bang
bang,my
my,<\s>
<s>,out
out,there
there,<\s>
<s>,ball
ball,<\s>
<s>,mummy
mummy,<\s>
<s>,door
door,<\s>
<s>,right
right,<\s>
<s>,the
the,boat
boat,dolly
dolly,<\s>
<s>,boat
boat,<\s>
<s>,eye
eye,<\s>
<s>,button
button,<\s>
<s>,hair
hair,<\s>
<s>,cut
cut,<\s>
<s>,lady
lady,cut
cut,hair
hair,<\s>
<s>,there
there,toes
toes,<\s>
<s>,shirt
shirt,<\s>
<s>,hands
hands,<\s>
<s>,toe
toe,<\s>
<s>,there
there,<\s>
<s>,yes
yes,<\s>
<s>,boat
boat,<\s>
<s>,sock
sock,<\s>
<s>,sock
sock,toe
toe,<\s>
<s>,mummy
mummy,<\s>
<s>,boat
boat,<\s>
<s>,got
got,one
one,shoe
shoe,<\s>
<s>,no
no,<\s>
<s>,clean
clean,<\s>
<s>,clean
clean,<\s>
<s>,clean
clean,<\s>
<s>,oh
oh,me
me,<\s>
<s>,boy
boy,<\s>
<s>,mummy
mummy,<\s>
<s>,book
book,<\s>
<s>,what
what,is
is,it
it,<\s>
<s>,mummy
mummy,<\s>
<s>,i
i,want
want,mummy
mummy,<\s>
<s>,sit
sit,sit
sit,<\s>
<s>,sit
sit,there
there,<\s>
<s>,lady
lady,<\s>
<s>,doll
doll,sit
sit,no
no,<\s>
<s>,no
no,<\s>
<s>,ted
ted,<\s>
<s>,ted
ted,<\s>
<s>,the
the,ted
ted,<\s>
<s>,ted
ted,<\s>
<s>,ted
ted,<\s>
<s>,no
no,<\s>
<s>,not
not,<\s>
<s>,ted
ted,<\s>
<s>,boat
boat,<\s>
<s>,boat
boat,<\s>
<s>,right
right,<\s>
<s>,yeah
yeah,<\s>
<s>,yeah
yeah,<\s>
<s>,park
park,<\s>
<s>,percy
percy,<\s>
<s>,want
want,park
park,<\s>
<s>,park
park,<\s>
<s>,crying
crying,<\s>
<s>,baby
baby,crying
crying,<\s>
<s>,bed
bed,<\s>
<s>,want
want,percy
percy,park
park,baby
baby,<\s>
<s>,no
no,<\s>
<s>,book
book,<\s>
<s>,want
want,book
book,<\s>
<s>,the
the,keeper
keeper,<\s>
<s>,percy
percy,<\s>
<s>,get
get,out
out,<\s>
<s>,get
get,percy
percy,<\s>
<s>,lady
lady,<\s>
<s>,lady
lady,there
there,<\s>
<s>,daddy
daddy,<\s>
<s>,read
read,<\s>
<s>,bang
bang,wall
wall,<\s>
<s>,bang
bang,wall
wall,<\s>
<s>,string
string,<\s>
<s>,park
park,<\s>
<s>,cut
cut,<\s>
<s>,clip
clip,clip
clip,clip
